,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
4578,136,0,0,3,1931,4,1,0,1,1163
4579,327,0,4930,4,3774,4,1,0,1,1237
4580,308,0,84,10,4755,7,1,1,1,1930
4581,319,0,167,0,975,7,1,1,1,1054
4582,293,0,1079,9,5560,1,0,2,1,2433
4583,322,0,7182,5,5546,0,2,0,0,676
4584,134,0,2803,3,1183,8,1,2,2,856
4585,390,0,6792,13,1984,2,2,0,1,1156
4586,370,0,6963,6,3892,6,2,1,1,1608
4587,350,0,1668,0,3276,6,2,1,1,2261
4588,322,1,4773,5,505,0,2,0,0,184
4589,322,0,1795,6,233,0,1,2,3,1263
4590,231,0,7715,3,3095,5,1,1,1,891
4591,318,0,7171,8,5121,1,0,2,1,1436
4592,373,1,6718,2,211,4,1,0,1,383
4593,94,1,3436,6,3006,1,0,2,1,2132
4594,322,0,0,4,3988,0,1,2,3,2535
4595,47,1,4852,13,5852,2,2,0,1,3069
4596,387,0,3204,8,3259,1,0,2,1,2368
4597,392,0,2325,13,4166,7,1,1,1,2405
4598,322,0,2587,13,5420,0,1,2,3,3391
4599,322,0,0,0,1168,0,2,0,0,141
4600,322,0,3435,6,3124,0,1,2,3,2878
4601,322,0,4983,9,5511,0,1,2,3,2523
4602,160,0,1727,6,206,8,1,2,2,363
4603,404,1,0,10,1161,2,2,0,1,1427
4604,322,0,6712,6,1379,0,1,2,3,2251
4605,379,0,2540,14,4484,2,2,0,1,1755
4606,3,1,6033,3,5261,1,0,2,1,2898
4607,348,0,0,13,444,6,2,1,1,628
4608,322,1,4898,1,3054,0,1,2,3,2557
4609,317,1,4179,14,715,8,1,2,2,911
4610,313,0,2770,6,4403,5,1,1,1,1477
4611,322,0,2834,0,1896,0,2,0,0,299
4612,355,1,6754,0,5849,3,1,2,0,499
4613,280,1,6488,13,3484,2,2,0,1,1830
4614,349,1,6191,6,309,8,1,2,2,98
4615,13,1,6844,13,2860,1,0,2,1,1449
4616,349,1,6001,6,2936,8,1,2,2,2349
4617,317,0,307,4,3698,4,1,0,1,2415
4618,77,0,6530,9,5896,8,1,2,2,1646
4619,348,0,5078,1,2499,3,1,2,0,238
4620,322,0,2796,6,178,0,1,2,3,1047
4621,300,1,5416,13,5284,2,2,0,1,2518
4622,291,1,6202,6,2239,3,1,2,0,440
4623,383,0,3064,7,3924,1,0,2,1,901
4624,322,0,441,5,860,0,1,2,3,1258
4625,396,0,5779,9,5623,4,1,0,1,2458
4626,370,1,1544,3,2994,5,1,1,1,2256
4627,289,1,486,13,4501,4,1,0,1,2915
4628,240,1,5118,13,3926,4,1,0,1,3005
4629,54,0,1373,9,3209,8,1,2,2,426
4630,263,0,7150,5,817,8,1,2,2,985
4631,322,1,4520,1,5782,0,1,2,3,2219
4632,259,0,3701,6,4288,1,0,2,1,1920
4633,407,0,2983,4,4055,8,1,2,2,2372
4634,322,0,6681,9,4989,0,2,0,0,208
4635,80,0,6788,3,4865,8,1,2,2,2645
4636,375,1,98,4,3006,8,1,2,2,1696
4637,322,1,0,3,1476,0,2,0,0,358
4638,46,0,5293,0,213,6,2,1,1,510
4639,378,1,4540,0,4393,8,1,2,2,2266
4640,12,1,5205,1,5215,7,1,1,1,2768
4641,231,0,454,0,1547,2,2,0,1,1714
4642,69,0,5049,4,889,7,1,1,1,1040
4643,298,1,0,0,2959,2,2,0,1,1195
4644,321,0,6357,3,2395,8,1,2,2,2301
4645,322,0,6018,0,378,0,1,2,3,903
4646,408,0,1384,8,3216,6,2,1,1,792
4647,322,1,6646,13,1503,0,1,2,3,1800
4648,330,1,7241,13,4125,7,1,1,1,1999
4649,207,0,1691,3,3628,6,2,1,1,2848
4650,264,0,6872,9,3986,7,1,1,1,1655
4651,106,1,49,0,2497,4,1,0,1,1604
4652,355,0,2104,0,1976,1,0,2,1,2294
4653,69,0,5011,4,872,2,2,0,1,1040
4654,158,0,588,13,3350,2,2,0,1,1157
4655,360,1,1770,10,402,3,1,2,0,61
4656,369,0,7802,13,3081,3,1,2,0,418
4657,359,0,6993,3,1554,8,1,2,2,909
4658,348,0,0,13,316,2,2,0,1,512
4659,391,0,7631,9,3885,6,2,1,1,1938
4660,390,0,6324,5,1926,1,0,2,1,834
4661,331,0,0,0,1249,4,1,0,1,1031
4662,368,1,110,3,1737,4,1,0,1,1788
4663,322,1,1313,1,1606,0,1,2,3,2290
4664,280,1,4317,5,1288,5,1,1,1,1366
4665,394,0,2138,10,3943,7,1,1,1,1847
4666,314,1,6228,4,5116,7,1,1,1,2116
4667,299,0,278,1,230,7,1,1,1,149
4668,333,1,405,6,2286,5,1,1,1,1161
4669,347,1,199,13,3475,4,1,0,1,1976
4670,322,0,1051,8,471,0,2,0,0,65
4671,331,1,4545,4,813,6,2,1,1,1304
4672,39,0,6090,0,3200,5,1,1,1,1434
4673,164,0,598,3,1481,7,1,1,1,1211
4674,322,0,7859,9,4051,0,2,0,0,338
4675,309,0,1941,13,574,7,1,1,1,650
4676,322,0,0,14,3326,0,1,2,3,3433
4677,361,1,433,6,2070,5,1,1,1,1013
4678,377,1,2789,6,1145,8,1,2,2,459
4679,327,0,332,11,4454,6,2,1,1,2298
4680,339,1,2224,0,1628,1,0,2,1,1732
4681,322,0,2329,13,5491,0,1,2,3,3454
4682,243,0,5618,9,2242,5,1,1,1,1528
4683,47,1,4866,13,5911,8,1,2,2,3298
4684,220,0,1996,0,1464,5,1,1,1,1769
4685,333,1,5131,4,4323,2,2,0,1,2369
4686,374,0,3859,0,1827,5,1,1,1,1321
4687,403,0,4048,9,5533,2,2,0,1,1865
4688,322,1,4344,10,5244,0,2,0,0,633
4689,361,0,2213,6,5634,2,2,0,1,2573
4690,322,1,3687,6,1408,0,1,2,3,842
4691,376,1,4998,10,2206,8,1,2,2,1590
4692,380,0,2661,13,3146,5,1,1,1,2694
4693,321,0,2002,8,1710,3,1,2,0,191
4694,275,0,6432,5,1554,1,0,2,1,2091
4695,369,1,7377,5,4673,6,2,1,1,2747
4696,360,0,4794,9,5202,7,1,1,1,1906
4697,284,0,4475,5,4207,1,0,2,1,1806
4698,76,0,335,6,147,6,2,1,1,712
4699,401,1,1175,6,5162,7,1,1,1,3358
4700,254,1,3281,6,3829,7,1,1,1,2035
4701,363,0,5475,4,1583,6,2,1,1,1713
4702,350,0,1664,0,3215,1,0,2,1,1648
4703,328,0,5693,9,3515,1,0,2,1,1500
4704,318,0,0,9,2354,1,0,2,1,1245
4705,322,0,5067,5,269,0,2,0,0,11
4706,409,0,6596,13,4748,6,2,1,1,2764
4707,382,1,4442,6,5545,6,2,1,1,2429
4708,226,0,2337,6,98,8,1,2,2,433
4709,75,0,4740,13,2431,5,1,1,1,2117
4710,349,0,0,6,4983,5,1,1,1,2076
4711,311,0,1040,8,2783,5,1,1,1,2049
4712,390,0,6326,5,1926,6,2,1,1,1502
4713,298,0,4717,5,2435,8,1,2,2,563
4714,257,0,4716,13,4878,4,1,0,1,1891
4715,322,0,6619,8,5904,0,2,0,0,263
4716,378,0,525,6,3540,5,1,1,1,2274
4717,322,1,5220,5,203,0,2,0,0,6
4718,378,1,7334,4,5460,6,2,1,1,2768
4719,408,0,1284,6,2559,6,2,1,1,1637
4720,367,1,4210,13,827,8,1,2,2,553
4721,322,0,3582,5,675,0,1,2,3,980
4722,335,0,1989,11,217,5,1,1,1,310
4723,354,1,6374,6,4531,2,2,0,1,1389
4724,317,0,0,6,4059,6,2,1,1,2199
4725,318,0,0,9,2379,8,1,2,2,1171
4726,322,0,1960,4,997,0,2,0,0,296
4727,364,0,421,11,1949,6,2,1,1,1508
4728,322,0,1937,6,3531,0,1,2,3,2202
4729,153,0,4704,14,2156,8,1,2,2,1750
4730,334,0,3994,4,5540,4,1,0,1,3225
4731,403,1,1214,0,5424,4,1,0,1,2680
4732,284,0,6304,1,940,2,2,0,1,843
4733,338,0,2561,15,2630,4,1,0,1,1320
4734,322,0,0,8,3668,0,1,2,3,1764
4735,216,1,2037,3,3367,2,2,0,1,1381
4736,322,1,3131,13,4522,0,2,0,0,827
4737,306,0,2129,9,2432,5,1,1,1,1497
4738,321,0,843,8,1632,6,2,1,1,2035
4739,291,1,3879,1,1251,6,2,1,1,873
4740,397,1,7412,3,5649,8,1,2,2,2063
4741,339,1,2250,0,1609,7,1,1,1,1675
4742,398,0,2183,13,4938,4,1,0,1,2824
4743,385,0,1426,10,1394,1,0,2,1,1309
4744,322,0,1588,9,3952,0,1,2,3,2653
4745,320,1,2163,10,4791,6,2,1,1,2371
4746,322,0,601,8,3435,0,1,2,3,2754
4747,25,1,7062,12,3807,4,1,0,1,2317
4748,322,0,3226,8,1645,0,1,2,3,1977
4749,405,1,0,5,1192,6,2,1,1,804
4750,251,0,7029,3,507,2,2,0,1,1021
4751,322,0,0,12,2071,0,1,2,3,1455
4752,360,1,0,10,470,7,1,1,1,688
4753,376,0,100,4,3862,1,0,2,1,2565
4754,407,1,6620,5,2387,5,1,1,1,340
4755,326,1,1836,3,857,6,2,1,1,1276
4756,402,1,6504,0,4678,7,1,1,1,1919
4757,404,0,4119,0,5294,1,0,2,1,2066
4758,386,0,7268,2,1785,1,0,2,1,950
4759,322,0,4295,7,403,0,1,2,3,1101
4760,330,0,6074,4,5234,7,1,1,1,1897
4761,379,0,3610,13,2463,8,1,2,2,2068
4762,364,0,420,11,1927,1,0,2,1,1589
4763,347,1,918,4,5896,5,1,1,1,2726
4764,413,0,220,10,4267,7,1,1,1,2034
4765,338,0,2275,13,5469,1,0,2,1,2265
4766,372,1,1386,3,3057,6,2,1,1,1414
4767,322,0,1186,6,3575,0,1,2,3,2766
4768,303,0,7440,13,1996,5,1,1,1,502
4769,404,1,560,6,5307,2,2,0,1,2725
4770,364,0,3980,9,2604,3,1,2,0,247
4771,284,0,3030,7,4553,2,2,0,1,2206
4772,322,1,5016,14,5275,0,1,2,3,3457
4773,358,0,3822,0,4707,7,1,1,1,2245
4774,347,0,4150,9,5653,5,1,1,1,1754
4775,386,0,2698,5,5479,7,1,1,1,3225
4776,364,0,1784,9,5730,8,1,2,2,485
4777,290,1,6802,0,5155,2,2,0,1,2379
4778,350,1,357,13,2767,7,1,1,1,2463
4779,339,1,4376,6,1381,6,2,1,1,1352
4780,304,0,6245,6,4649,3,1,2,0,546
4781,234,0,6593,9,3692,7,1,1,1,2052
4782,384,0,0,4,3258,1,0,2,1,298
4783,351,0,5873,8,2307,1,0,2,1,1916
4784,402,0,4330,13,5789,6,2,1,1,1613
4785,322,0,5165,9,3884,0,1,2,3,3128
4786,251,1,4753,3,4353,5,1,1,1,2353
4787,318,0,1126,1,3621,6,2,1,1,2421
4788,214,0,1083,2,5280,5,1,1,1,2178
4789,311,0,7855,6,2782,3,1,2,0,254
4790,347,0,826,3,4402,2,2,0,1,2771
4791,314,0,0,6,368,8,1,2,2,982
4792,344,0,1028,7,2968,4,1,0,1,1854
4793,322,0,6051,9,5064,0,2,0,0,616
4794,388,0,2210,9,4948,1,0,2,1,2834
4795,151,0,0,13,2273,5,1,1,1,1161
4796,322,0,2591,6,4895,0,1,2,3,2812
4797,396,0,1398,8,3229,4,1,0,1,2566
4798,153,1,1018,3,1474,7,1,1,1,736
4799,349,1,6185,6,276,5,1,1,1,432
4800,195,0,6365,14,5478,3,1,2,0,460
4801,195,1,3820,3,2625,6,2,1,1,2302
4802,95,0,6714,3,5937,7,1,1,1,918
4803,322,0,3993,9,5058,0,1,2,3,2723
4804,302,0,5934,10,1761,8,1,2,2,1489
4805,288,1,1144,10,4720,2,2,0,1,2445
4806,407,1,5992,6,2626,1,0,2,1,1647
4807,262,0,4951,7,5353,7,1,1,1,1483
4808,356,0,2543,13,2620,8,1,2,2,1960
4809,272,0,5288,5,4956,1,0,2,1,2411
4810,394,0,700,5,2464,5,1,1,1,1363
4811,397,1,807,10,1838,5,1,1,1,1614
4812,322,1,1677,1,334,0,2,0,0,58
4813,51,0,5669,9,3551,8,1,2,2,1319
4814,322,0,2396,6,2868,0,1,2,3,2851
4815,325,0,6252,6,5318,8,1,2,2,1774
4816,325,0,2135,13,3889,5,1,1,1,2833
4817,375,0,709,10,2849,1,0,2,1,399
4818,370,0,3829,4,5062,2,2,0,1,2813
4819,139,0,5406,13,2138,2,2,0,1,1544
4820,47,1,4851,13,5901,6,2,1,1,1649
4821,351,0,5666,13,5216,6,2,1,1,1757
4822,322,0,3903,6,4110,0,1,2,3,2270
4823,309,1,20,6,3793,6,2,1,1,1810
4824,375,0,437,5,5755,5,1,1,1,3174
4825,363,0,5481,4,1594,4,1,0,1,1264
4826,325,0,1182,6,4148,4,1,0,1,1682
4827,322,0,689,5,2525,0,1,2,3,2184
4828,258,1,5025,5,2089,8,1,2,2,1266
4829,322,0,2368,10,762,0,1,2,3,965
4830,378,0,6307,11,2001,2,2,0,1,1255
4831,86,0,580,9,2962,5,1,1,1,768
4832,322,1,3234,3,3304,0,1,2,3,2648
4833,300,0,0,6,724,6,2,1,1,273
4834,327,0,4890,4,1003,2,2,0,1,799
4835,322,0,4370,14,3046,0,1,2,3,2659
4836,295,0,0,5,2954,7,1,1,1,1835
4837,109,1,5623,13,2791,7,1,1,1,1641
4838,22,0,5718,8,1880,5,1,1,1,479
4839,322,1,3382,0,2823,0,1,2,3,1882
4840,317,0,1826,14,2999,8,1,2,2,992
4841,335,1,3894,2,5292,8,1,2,2,3291
4842,364,0,2263,9,2629,4,1,0,1,2196
4843,384,0,5544,9,4584,1,0,2,1,2108
4844,355,1,3052,6,1819,3,1,2,0,71
4845,317,0,968,13,3216,2,2,0,1,1625
4846,317,0,966,13,3142,6,2,1,1,2319
4847,393,1,4000,5,1271,1,0,2,1,623
4848,251,1,4742,3,4273,2,2,0,1,2254
4849,298,0,1626,9,3842,1,0,2,1,2309
4850,312,1,7167,4,5434,8,1,2,2,2479
4851,360,1,7730,6,688,3,1,2,0,389
4852,125,0,3927,13,4958,5,1,1,1,1512
4853,297,0,1980,12,3515,5,1,1,1,2089
4854,213,1,5114,6,5784,2,2,0,1,2791
4855,48,1,2650,6,5905,7,1,1,1,2621
4856,296,1,4047,6,4552,4,1,0,1,3083
4857,321,0,1965,6,1855,8,1,2,2,663
4858,182,0,4156,14,1486,4,1,0,1,1311
4859,331,1,0,13,1081,6,2,1,1,1195
4860,375,0,3623,13,1790,5,1,1,1,663
4861,322,0,6698,14,2166,0,2,0,0,83
4862,221,0,252,7,3219,8,1,2,2,906
4863,313,1,262,10,2126,8,1,2,2,324
4864,385,0,0,13,2418,7,1,1,1,2662
4865,190,1,4892,1,1093,8,1,2,2,766
4866,54,0,1359,9,3179,6,2,1,1,1332
4867,123,0,1201,5,5856,6,2,1,1,2616
4868,322,0,7482,9,4021,0,1,2,3,2521
4869,173,0,3806,6,2733,1,0,2,1,1610
4870,333,1,1455,13,1152,2,2,0,1,1612
4871,322,0,1777,9,404,0,1,2,3,727
4872,135,1,7006,10,4338,5,1,1,1,2145
4873,322,0,0,13,5431,0,1,2,3,2762
4874,284,0,1565,4,5578,3,1,2,0,470
4875,317,0,1838,3,995,1,0,2,1,1713
4876,61,0,3025,6,3035,8,1,2,2,1795
4877,272,0,4616,8,5934,4,1,0,1,2131
4878,146,0,789,5,3548,8,1,2,2,1728
4879,390,0,778,8,4900,5,1,1,1,2033
4880,199,1,7427,0,76,5,1,1,1,324
4881,395,0,6796,1,3408,6,2,1,1,2055
4882,251,0,6598,3,1496,2,2,0,1,894
4883,311,0,565,15,3945,8,1,2,2,1031
4884,389,0,2761,9,5490,4,1,0,1,3165
4885,333,1,2001,3,1698,5,1,1,1,1372
4886,70,0,5146,14,2244,4,1,0,1,883
4887,40,0,7613,14,3094,8,1,2,2,1402
4888,347,1,910,4,5828,1,0,2,1,3487
4889,408,1,4267,2,3323,6,2,1,1,1451
4890,293,0,4525,13,5337,8,1,2,2,1008
4891,296,0,4634,4,5890,6,2,1,1,3331
4892,41,1,1241,13,3407,2,2,0,1,2075
4893,35,0,0,8,1708,8,1,2,2,1280
4894,378,0,4819,12,34,5,1,1,1,747
4895,378,0,4988,0,2203,8,1,2,2,873
4896,232,1,2724,6,4467,5,1,1,1,2864
4897,322,1,5754,3,4811,0,2,0,0,382
4898,293,1,2528,13,2717,1,0,2,1,1181
4899,382,1,4453,6,5594,4,1,0,1,3184
4900,394,1,2723,14,3631,6,2,1,1,2410
4901,322,0,1159,10,2977,0,1,2,3,3001
4902,163,0,6565,11,2892,1,0,2,1,1757
4903,206,0,646,13,3645,4,1,0,1,1432
4904,360,1,7563,13,3440,2,2,0,1,2900
4905,401,0,5069,8,788,2,2,0,1,671
4906,406,0,2675,6,1558,3,1,2,0,60
4907,242,1,4747,4,4709,7,1,1,1,3067
4908,377,1,704,6,465,8,1,2,2,667
4909,400,1,5448,5,2624,3,1,2,0,102
4910,42,0,6269,5,5718,3,1,2,0,1087
4911,14,0,0,9,3673,8,1,2,2,2480
4912,352,1,0,13,4097,5,1,1,1,2960
4913,322,1,1748,3,4082,0,1,2,3,3343
4914,383,1,7668,4,2106,1,0,2,1,1632
4915,356,1,0,13,3832,1,0,2,1,3330
4916,326,0,7299,3,1037,4,1,0,1,708
4917,137,0,5254,6,3109,4,1,0,1,1898
4918,397,0,4491,13,4069,2,2,0,1,2270
4919,276,0,3833,9,2185,4,1,0,1,331
4920,210,1,3526,1,5593,3,1,2,0,244
4921,378,0,5917,8,5436,8,1,2,2,2868
4922,395,0,6809,1,3414,4,1,0,1,1776
4923,188,0,1409,8,3032,2,2,0,1,2442
4924,289,0,2780,8,4449,3,1,2,0,362
4925,396,0,2767,4,382,3,1,2,0,16
4926,376,0,7612,13,3641,3,1,2,0,144
4927,356,1,5961,4,905,5,1,1,1,676
4928,323,0,2924,9,2035,4,1,0,1,1236
4929,322,0,447,0,1557,0,1,2,3,1596
4930,322,1,4996,13,2169,0,1,2,3,2594
4931,341,0,5599,8,3515,5,1,1,1,1188
4932,91,0,233,3,2315,8,1,2,2,1863
4933,290,0,4659,7,4043,5,1,1,1,3221
4934,396,0,2173,14,696,1,0,2,1,745
4935,407,0,2672,9,3289,6,2,1,1,1929
4936,322,0,1305,4,59,7,1,1,1,502
4937,225,0,6279,9,1891,1,0,2,1,2508
4938,322,0,1676,9,1953,0,2,0,0,204
4939,399,0,3176,6,2712,1,0,2,1,1071
4940,161,0,5491,5,664,3,1,2,0,224
4941,404,1,7827,10,1187,3,1,2,0,143
4942,377,1,6954,15,4285,4,1,0,1,1714
4943,322,0,6752,2,4044,0,2,0,0,339
4944,234,1,1289,5,2186,6,2,1,1,1689
4945,280,0,641,0,1162,6,2,1,1,1174
4946,265,0,1698,4,3273,6,2,1,1,1670
4947,357,0,7391,9,789,1,0,2,1,290
4948,367,0,1560,9,5527,7,1,1,1,1554
4949,322,0,3496,14,1582,0,1,2,3,1940
4950,405,1,6367,6,4627,7,1,1,1,2124
4951,322,0,599,9,3642,0,1,2,3,1549
4952,313,0,2196,12,2174,7,1,1,1,430
4953,408,0,1058,14,3314,4,1,0,1,1843
4954,322,0,4275,5,3453,0,1,2,3,1386
4955,362,0,4844,5,266,3,1,2,0,50
4956,295,1,768,15,5410,5,1,1,1,2862
4957,322,0,6692,9,969,0,2,0,0,292
4958,329,0,5179,4,5301,1,0,2,1,3100
4959,76,0,337,6,129,4,1,0,1,81
4960,109,1,0,13,1428,8,1,2,2,848
4961,322,1,4860,4,5705,7,1,1,1,3482
4962,318,0,818,5,5686,6,2,1,1,3209
4963,366,0,3516,3,2337,4,1,0,1,1187
4964,322,1,929,5,2713,0,1,2,3,1364
4965,409,1,3890,1,1873,2,2,0,1,1755
4966,305,0,3795,8,1806,6,2,1,1,1241
4967,356,0,4482,11,4349,4,1,0,1,2254
4968,322,0,6657,4,5011,0,2,0,0,412
4969,295,1,7197,4,4641,7,1,1,1,2684
4970,322,1,4240,5,1917,5,1,1,1,1200
4971,402,0,4337,13,5710,4,1,0,1,3115
4972,380,0,6708,5,2312,8,1,2,2,342
4973,115,1,0,4,1634,4,1,0,1,1134
4974,320,1,7361,10,3473,8,1,2,2,948
4975,179,1,7178,6,3910,5,1,1,1,1624
4976,346,0,5245,10,4510,4,1,0,1,2499
4977,14,0,2278,9,3578,2,2,0,1,1856
4978,86,0,2018,4,4065,2,2,0,1,1426
4979,226,1,2579,4,1342,2,2,0,1,1284
4980,367,1,2637,13,2978,7,1,1,1,2942
4981,322,1,2232,1,3420,0,1,2,3,2968
4982,290,0,6863,6,4339,5,1,1,1,2374
4983,222,0,505,8,4322,6,2,1,1,1213
4984,295,0,6744,3,2171,2,2,0,1,619
4985,301,1,6776,4,2400,1,0,2,1,2424
4986,233,1,3269,0,2086,6,2,1,1,1766
4987,313,0,7783,0,3294,3,1,2,0,433
4988,280,1,3289,5,579,6,2,1,1,573
4989,215,1,928,3,1370,2,2,0,1,1284
4990,386,0,642,13,3292,7,1,1,1,431
4991,376,0,849,8,5334,2,2,0,1,3461
4992,403,0,491,9,3133,8,1,2,2,1004
4993,61,0,4926,7,613,4,1,0,1,322
4994,388,0,227,9,4838,4,1,0,1,1759
4995,50,1,5070,6,5698,5,1,1,1,2967
4996,241,0,1606,14,3308,2,2,0,1,808
4997,355,1,6736,6,4108,8,1,2,2,1050
4998,367,1,6545,6,4257,2,2,0,1,1442
4999,289,1,1639,13,5765,8,1,2,2,1775
5000,278,0,3568,9,3242,4,1,0,1,1549
5001,298,1,0,15,1077,2,2,0,1,1195
5002,370,0,6548,5,5591,4,1,0,1,2731
5003,322,0,2160,13,4898,0,1,2,3,2741
5004,280,0,6024,0,414,6,2,1,1,832
5005,294,0,3863,9,2361,2,2,0,1,1322
5006,218,0,0,9,2864,5,1,1,1,1373
5007,247,1,5522,13,2536,6,2,1,1,1764
5008,379,1,3247,6,2544,2,2,0,1,2226
5009,300,1,5413,13,5233,6,2,1,1,2703
5010,333,1,1992,3,1715,1,0,2,1,1942
5011,373,0,5402,14,5825,7,1,1,1,2260
5012,288,1,2324,6,3805,7,1,1,1,2476
5013,367,1,0,15,904,4,1,0,1,1134
5014,243,0,3767,8,2880,3,1,2,0,405
5015,393,0,6045,4,640,8,1,2,2,1022
5016,305,1,6919,3,5077,1,0,2,1,2099
5017,292,0,7500,14,5374,5,1,1,1,2572
5018,336,1,1806,4,2966,2,2,0,1,1299
5019,162,0,2962,6,5171,8,1,2,2,2588
5020,409,1,4200,0,1419,1,0,2,1,576
5021,183,1,4667,13,1521,2,2,0,1,1229
5022,322,1,7725,0,2478,0,2,0,0,93
5023,377,1,6629,10,1867,4,1,0,1,1914
5024,208,1,2745,10,1425,7,1,1,1,1121
5025,320,0,2857,8,16,2,2,0,1,490
5026,236,0,6340,8,895,2,2,0,1,647
5027,322,0,6949,6,3821,0,1,2,3,2401
5028,81,1,6664,13,1514,1,0,2,1,1626
5029,57,1,878,14,516,5,1,1,1,970
5030,349,1,4512,13,5806,5,1,1,1,2975
5031,374,0,7848,9,4071,3,1,2,0,499
5032,164,0,583,3,1411,2,2,0,1,1270
5033,89,0,6980,13,2727,4,1,0,1,2204
5034,397,0,5098,0,4092,4,1,0,1,2630
5035,377,1,2954,5,3610,8,1,2,2,852
5036,376,0,6139,13,3584,6,2,1,1,2683
5037,359,1,6280,5,202,4,1,0,1,662
5038,375,0,618,6,4332,4,1,0,1,2937
5039,322,0,4132,14,3226,0,1,2,3,2358
5040,289,0,2438,6,2873,7,1,1,1,1463
5041,305,1,5518,5,3469,5,1,1,1,1976
5042,408,1,6856,12,5421,8,1,2,2,3243
5043,322,0,0,14,1393,0,1,2,3,1967
5044,366,0,5387,3,2365,3,1,2,0,553
5045,321,1,4212,0,4803,2,2,0,1,554
5046,137,0,3497,4,1180,4,1,0,1,1183
5047,391,1,1443,6,3121,6,2,1,1,1217
5048,48,1,2643,6,5862,4,1,0,1,496
5049,313,0,896,7,220,5,1,1,1,474
5050,390,0,7781,9,4499,3,1,2,0,533
5051,18,0,2958,5,4758,5,1,1,1,2147
5052,338,0,0,9,4697,2,2,0,1,2357
5053,362,0,7615,8,4284,8,1,2,2,2145
5054,190,1,4887,1,1097,4,1,0,1,580
5055,386,0,6509,11,700,2,2,0,1,892
5056,230,1,6774,5,1040,7,1,1,1,1438
5057,386,0,7739,11,677,3,1,2,0,84
5058,322,0,4592,8,5902,0,1,2,3,2840
5059,390,0,1593,9,2762,1,0,2,1,2414
5060,262,1,2676,0,4833,7,1,1,1,1883
5061,380,0,119,0,1086,1,0,2,1,387
5062,349,1,6009,6,3011,7,1,1,1,1945
5063,322,1,0,3,1465,0,1,2,3,2012
5064,405,0,2426,5,1021,2,2,0,1,1814
5065,322,0,5062,13,5798,0,1,2,3,3444
5066,406,0,1245,6,1519,8,1,2,2,1110
5067,359,0,4581,1,5026,1,0,2,1,2699
5068,406,1,3361,6,4417,4,1,0,1,2179
5069,296,1,4036,6,4421,1,0,2,1,1975
5070,322,0,6497,11,664,0,1,2,3,2030
5071,376,1,6766,10,2140,3,1,2,0,326
5072,309,1,3113,13,1782,1,0,2,1,1961
5073,295,0,6748,3,2175,4,1,0,1,1922
5074,375,0,717,10,2835,8,1,2,2,1810
5075,322,0,4900,7,693,0,1,2,3,1943
5076,305,0,2546,8,239,1,0,2,1,310
5077,57,1,876,14,459,2,2,0,1,465
5078,329,0,5182,4,5292,6,2,1,1,2057
5079,382,0,7452,8,363,4,1,0,1,621
5080,286,1,6264,14,281,4,1,0,1,853
5081,115,1,6244,4,1620,6,2,1,1,1134
5082,357,0,6640,3,2824,1,0,2,1,2049
5083,234,0,7747,9,3616,3,1,2,0,318
5084,322,0,3221,6,449,0,1,2,3,1290
5085,289,0,2352,13,5497,5,1,1,1,2132
5086,306,0,4087,6,3240,6,2,1,1,2191
5087,324,0,5658,11,2055,8,1,2,2,927
5088,325,0,7514,5,399,7,1,1,1,721
5089,333,0,649,1,5279,5,1,1,1,2297
5090,322,0,7592,14,3083,0,1,2,3,1496
5091,205,0,2013,9,5835,5,1,1,1,2260
5092,322,0,3638,3,1000,0,2,0,0,225
5093,361,0,2693,14,4491,3,1,2,0,183
5094,184,1,0,13,268,2,2,0,1,795
5095,255,0,2405,6,2118,3,1,2,0,322
5096,300,0,1275,6,727,5,1,1,1,1002
5097,183,1,4689,13,1579,7,1,1,1,1477
5098,159,0,5756,6,1513,7,1,1,1,1394
5099,246,0,7157,8,1567,8,1,2,2,920
5100,269,0,5720,9,681,4,1,0,1,900
5101,322,1,6845,4,5031,0,2,0,0,213
5102,27,1,3704,3,4781,8,1,2,2,1817
5103,322,0,5929,6,1431,0,1,2,3,1829
5104,295,1,766,15,5419,4,1,0,1,1196
5105,131,1,2805,13,1871,2,2,0,1,1044
5106,322,1,7523,13,3498,0,2,0,0,138
5107,260,0,5465,7,3270,2,2,0,1,1451
5108,322,1,2923,5,3603,0,1,2,3,2863
5109,284,0,5558,3,3036,5,1,1,1,2028
5110,272,0,912,9,3798,6,2,1,1,2728
5111,413,0,1341,9,3059,6,2,1,1,2132
5112,320,0,1553,3,787,4,1,0,1,857
5113,322,1,2501,4,2589,0,1,2,3,2179
5114,369,1,1223,13,332,2,2,0,1,338
5115,344,0,4750,6,514,6,2,1,1,587
5116,245,1,1694,3,3946,8,1,2,2,2701
5117,205,0,2015,9,5828,8,1,2,2,2118
5118,322,1,1280,5,2191,0,1,2,3,1454
5119,399,0,4334,8,2670,6,2,1,1,1405
5120,46,0,5296,0,130,2,2,0,1,610
5121,378,1,7338,4,5429,4,1,0,1,2586
5122,322,1,6216,2,675,0,2,0,0,224
5123,222,0,506,8,4217,2,2,0,1,670
5124,322,0,5002,6,313,0,1,2,3,759
5125,69,0,6050,6,657,4,1,0,1,509
